timestamps population node_ids
403.0 v1 158661
294.0 v1 158661
963.5 v1 158658
832.75 v1 158658
115.0 v1 158658
975.5 v1 158655
1094.0 v1 158654
955.75 v1 158654
597.25 v1 158654
405.25 v1 158654
295.0 v1 158654
142.5 v1 158654
1369.75 v1 158652
252.75 v1 158652
826.25 v1 158651
962.75 v1 158648
670.0 v1 158648
867.0 v1 158638
1172.0 v1 158638
325.75 v1 158639
267.75 v1 158644
371.75 v1 158644
665.75 v1 158644
1242.25 v1 158637
831.75 v1 158644
1301.5 v1 158644
228.0 v1 158647
287.0 v1 158647
441.5 v1 158647
615.25 v1 158647
1153.25 v1 158647
963.25 v1 158644
180.75 v1 158553
47.75 v1 158553
1058.5 v1 158547
965.25 v1 158451
487.0 v1 158451
428.25 v1 158451
245.5 v1 158451
1394.0 v1 158450
1086.5 v1 158450
937.75 v1 158450
1283.0 v1 158449
1209.25 v1 158449
533.5 v1 158449
323.0 v1 158449
382.0 v1 158448
1202.5 v1 158443
805.5 v1 158443
431.5 v1 158443
41.0 v1 158443
1361.0 v1 158441
776.75 v1 158436
933.25 v1 158436
995.5 v1 158436
1364.75 v1 158436
217.25 v1 158437
934.5 v1 158437
1046.75 v1 158451
1087.25 v1 158437
16.5 v1 158441
239.75 v1 158441
607.25 v1 158441
824.5 v1 158441
1045.25 v1 158441
1291.5 v1 158441
1197.75 v1 158437
424.75 v1 158436
1144.0 v1 158451
423.0 v1 158455
1083.25 v1 158468
965.75 v1 158468
826.0 v1 158468
632.25 v1 158468
425.75 v1 158468
299.25 v1 158468
249.5 v1 158468
170.25 v1 158468
91.5 v1 158468
71.75 v1 158468
26.0 v1 158468
310.25 v1 158467
560.25 v1 158465
420.0 v1 158465
270.5 v1 158465
450.0 v1 158463
114.0 v1 158463
605.0 v1 158455
955.75 v1 158455
1088.5 v1 158455
233.5 v1 158458
1272.0 v1 158458
549.75 v1 158459
250.25 v1 158455
339.25 v1 158460
699.0 v1 158460
941.0 v1 158460
1095.5 v1 158460
1146.75 v1 158460
1246.0 v1 158460
1316.75 v1 158460
558.5 v1 158460
1120.0 v1 158468
1231.75 v1 158433
693.0 v1 158429
494.5 v1 158414
602.5 v1 158412
462.75 v1 158412
371.0 v1 158412
1227.5 v1 158410
1097.25 v1 158410
868.0 v1 158410
749.5 v1 158410
593.25 v1 158410
363.25 v1 158410
50.25 v1 158410
907.75 v1 158409
770.25 v1 158409
551.75 v1 158409
297.75 v1 158409
1036.0 v1 158408
1077.5 v1 158407
295.75 v1 158402
400.0 v1 158402
681.75 v1 158402
1236.5 v1 158402
1341.0 v1 158402
270.0 v1 158403
1027.75 v1 158414
1084.0 v1 158403
1025.0 v1 158404
1238.5 v1 158404
1357.5 v1 158404
213.5 v1 158407
432.75 v1 158407
922.5 v1 158407
372.25 v1 158404
1106.0 v1 158433
1306.75 v1 158414
716.5 v1 158415
1081.0 v1 158426
704.75 v1 158426
271.5 v1 158426
427.0 v1 158425
1032.5 v1 158424
812.75 v1 158424
508.0 v1 158424
311.75 v1 158424
90.25 v1 158424
1276.75 v1 158420
879.75 v1 158420
382.5 v1 158420
1104.25 v1 158419
543.0 v1 158419
1159.5 v1 158417
1095.75 v1 158417
786.25 v1 158417
812.0 v1 158415
1023.25 v1 158415
93.75 v1 158416
378.25 v1 158416
751.5 v1 158416
824.25 v1 158416
548.0 v1 158415
1201.75 v1 158416
1394.0 v1 158416
113.25 v1 158417
295.75 v1 158417
442.25 v1 158417
517.25 v1 158417
589.75 v1 158417
1355.75 v1 158416
1329.5 v1 158468
322.5 v1 158470
346.5 v1 158470
59.0 v1 158529
1236.0 v1 158527
1118.25 v1 158527
755.5 v1 158526
452.25 v1 158526
1215.0 v1 158522
977.0 v1 158522
668.0 v1 158521
1191.75 v1 158519
309.0 v1 158519
1253.0 v1 158518
1149.0 v1 158518
1110.25 v1 158518
651.75 v1 158518
385.0 v1 158518
80.0 v1 158518
1252.25 v1 158516
428.0 v1 158511
254.75 v1 158512
436.0 v1 158512
709.25 v1 158512
962.75 v1 158512
1336.25 v1 158512
134.75 v1 158529
403.25 v1 158513
847.0 v1 158513
200.0 v1 158515
1086.25 v1 158515
91.5 v1 158516
314.0 v1 158516
966.0 v1 158516
454.0 v1 158513
270.25 v1 158511
323.75 v1 158529
567.0 v1 158529
1095.0 v1 158544
744.75 v1 158544
452.0 v1 158544
172.0 v1 158544
145.0 v1 158544
1076.25 v1 158542
651.75 v1 158542
28.75 v1 158542
893.25 v1 158540
794.25 v1 158538
89.5 v1 158538
894.75 v1 158536
749.0 v1 158536
959.25 v1 158535
541.25 v1 158535
448.75 v1 158535
316.5 v1 158535
834.25 v1 158529
942.25 v1 158529
1394.5 v1 158529
358.75 v1 158530
914.5 v1 158530
1240.25 v1 158530
435.0 v1 158529
237.5 v1 158532
802.0 v1 158532
1311.5 v1 158532
383.25 v1 158533
604.75 v1 158533
729.25 v1 158533
158.5 v1 158535
492.25 v1 158532
69.5 v1 158511
1129.25 v1 158510
1045.5 v1 158510
319.25 v1 158488
209.25 v1 158488
72.25 v1 158488
1405.25 v1 158486
792.25 v1 158486
594.0 v1 158486
455.5 v1 158486
375.0 v1 158486
51.25 v1 158486
1189.25 v1 158485
272.0 v1 158485
23.75 v1 158485
1070.25 v1 158484
1005.75 v1 158484
956.25 v1 158484
574.0 v1 158484
164.75 v1 158484
907.0 v1 158470
1351.5 v1 158470
1281.75 v1 158471
26.0 v1 158474
965.75 v1 158474
1011.25 v1 158474
428.25 v1 158488
1251.5 v1 158474
692.5 v1 158478
1079.75 v1 158478
1160.5 v1 158478
1302.0 v1 158478
837.0 v1 158480
1090.25 v1 158480
185.5 v1 158478
689.25 v1 158488
873.75 v1 158488
1078.25 v1 158488
313.5 v1 158504
389.75 v1 158505
763.25 v1 158505
955.0 v1 158505
1101.75 v1 158505
557.25 v1 158506
126.0 v1 158504
819.0 v1 158506
165.25 v1 158509
50.25 v1 158510
146.5 v1 158510
370.75 v1 158510
487.5 v1 158510
936.75 v1 158510
1170.5 v1 158506
926.75 v1 158401
1190.25 v1 158503
243.25 v1 158503
1345.75 v1 158488
16.0 v1 158491
223.0 v1 158491
300.75 v1 158491
400.75 v1 158491
603.25 v1 158491
310.0 v1 158503
1025.5 v1 158491
244.5 v1 158500
379.75 v1 158502
430.75 v1 158502
949.25 v1 158502
1111.5 v1 158502
1206.25 v1 158502
376.25 v1 158497
1097.0 v1 158100
978.0 v1 158100
893.5 v1 158100
729.75 v1 157708
318.5 v1 157708
89.0 v1 157708
1363.75 v1 157707
1024.0 v1 157707
663.5 v1 157707
249.5 v1 157707
463.25 v1 157706
1358.75 v1 157704
1023.75 v1 157704
320.75 v1 157704
116.0 v1 157704
845.0 v1 157703
528.5 v1 157703
457.25 v1 157703
259.5 v1 157703
1285.0 v1 157701
1103.5 v1 157691
658.0 v1 157694
60.25 v1 157695
495.5 v1 157695
565.75 v1 157695
1196.25 v1 157695
866.0 v1 157708
1391.0 v1 157695
1396.25 v1 157696
202.5 v1 157700
260.75 v1 157700
664.5 v1 157700
1126.5 v1 157700
322.25 v1 157701
80.0 v1 157696
980.25 v1 157691
