timestamps population node_ids
876.0 v1 157540
442.75 v1 157537
1353.75 v1 157535
830.25 v1 157547
1044.75 v1 157535
1006.0 v1 157534
79.5 v1 157534
1363.75 v1 157533
1130.25 v1 157533
764.75 v1 157533
402.5 v1 157533
37.0 v1 157533
1233.5 v1 157531
1112.75 v1 157531
782.5 v1 157531
704.75 v1 157531
167.75 v1 157528
979.75 v1 157527
678.75 v1 157527
954.25 v1 157535
940.75 v1 157547
1116.25 v1 157547
1231.75 v1 157547
605.25 v1 157555
312.25 v1 157555
1239.5 v1 157553
1095.5 v1 157553
710.25 v1 157553
608.75 v1 157553
221.25 v1 157553
960.75 v1 157552
744.5 v1 157552
396.5 v1 157552
323.25 v1 157552
224.5 v1 157552
605.5 v1 157550
1262.75 v1 157549
1166.5 v1 157549
1046.0 v1 157549
807.25 v1 157549
1327.75 v1 157547
1372.0 v1 157547
25.75 v1 157548
370.25 v1 157548
656.75 v1 157548
963.75 v1 157548
34.0 v1 157457
27.25 v1 157549
271.25 v1 157549
383.0 v1 157549
